ElementID	Dimension	Type Level 1	Type Level 2	Type Level 3	Type Level 4	Definition	Industry	Bildungsweg 1	Bildungsweg 2	Bildungsweg 3	Bildungsweg 4	Bildungsweg 5	Bildungsweg 6	Bildungsweg 7	Bildungsweg 8	Bildungsweg 9	Bildungsweg 10	Source	Connection SwissICT Model
1	knowledge			Steuerungstechnik		Teildisziplin der Automatisierungstechnik, welche die gerichtete Beeinflussung des Systemverhaltens durch den Einsatz von Sensoren und Aktoren umfasst.												http://data.europa.eu/esco/skill/bf1f763e-c505-46e7-8af3-e48f13ec5f44	
1	knowledge			Musikliteratur		Literatur über Musiktheorie, spezielle Musikstile, Epochen, Komponisten oder Musiker oder bestimmte Stücke. Dazu gehören unter anderem Zeitschriften, Fachmagazine, Bücher und wissenschaftliche Literatur.												http://data.europa.eu/esco/skill/bf21bcb8-6660-4f37-b16a-d276cca01474	
1	knowledge			Steuerungseinheiten von Sicherheitssystemen		Die innere Logik der Steuerungseinheit von Sicherheitssystemen, in der Sicherheitssensoren ihre Daten zur Verarbeitung übermitteln. Zu den verschiedenen Komponenten der Steuerungseinheit zählen die Drahtkontaktstellen, die Hauptplatine und der Transformator.												http://data.europa.eu/esco/skill/bf3e70b4-b65e-4595-81d4-e3bb846f0672	
1	knowledge			Pneumatik		Einsatz von Druckgas zur Erzeugung einer mechanischen Bewegung.												http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f	
1	knowledge			philosophische Denkschulen philosophische Schulen		Die verschiedenen philosophischen Ideen und Richtungen in Laufe der Geschichte bis heute wie Calvinismus, Hedonismus und Kantianismus.												http://data.europa.eu/esco/skill/bf42ab85-2b1d-46af-8117-834b2e0e71ec	
1	knowledge			optoelektronische Geräte		Elektronische Geräte, Systeme und Bauteile mit optischen Merkmalen. Diese Geräte oder Bauteile können elektrisch betriebene Lichtquellen wie LEDs und Laserdioden, Bauteile zur Umwandlung von Licht in Strom, wie Solar- oder Photovoltaikzellen, oder Geräte enthalten, die Licht elektronisch verändern und steuern können.												http://data.europa.eu/esco/skill/bf4b6b71-3025-4129-babc-0e275804e058	
1	knowledge			Mahlverfahren		Einzelheiten zu Mahlverfahren in Bezug auf Mahlgröße, Partikelgrößenverteilung und Wärmeentwicklung. Mahlprozesse für verschiedene Getreide- und Kornarten.												http://data.europa.eu/esco/skill/bf5b4ec8-330c-4d51-bbbb-fc7ac6b4b2a5	
1	knowledge			Vietnamesisch		Die vietnamesische Sprache.												http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f	
1	knowledge			Echtzeit-Computing		IKT-Hardware- und IKT-Softwaresysteme, die innerhalb einer festgelegten Zeit auf Eingaben reagieren müssen.												http://data.europa.eu/esco/skill/bf6c5ed4-84af-440f-abcc-7fa5ba19c738	
1	knowledge			Arten orthopädischer Artikel		Verschiedene Arten orthopädischer Artikel wie Bandagen und Armauflagen, die zur Physiotherapie oder physischen Rehabilitation eingesetzt werden.												http://data.europa.eu/esco/skill/bf79d407-559a-4ef3-a771-fde99da5beec	
1	knowledge			Umfeld der Palliativmedizin		Umfeld zur Linderung der Schmerzen von Patienten, die eine Palliativbehandlung benötigen.												http://data.europa.eu/esco/skill/bf7d73e7-381b-48f1-a115-6493f54e660b	
1	knowledge			Reinigung von Mehrwegverpackungen		Methoden zur Reinigung und Desinfektion wiederverwendbarer Verpackungen, mit denen organische oder anorganische Verschmutzungen der Verpackung vermieden oder beseitigt werden.												http://data.europa.eu/esco/skill/bfa5427c-83ec-404f-8465-dd49b42fde8e	
1	knowledge			Arten des Schielens		Merkmale der verschiedenen Arten des Schielens wie Esotropie und Hypertropie.												http://data.europa.eu/esco/skill/bfe2c20e-be30-46e6-b417-e0886d0e3f4c	
1	knowledge			Psychologie		Menschliches Verhalten und menschliche Leistung mit individuellen Unterschieden in Bezug auf Fähigkeiten, Persönlichkeit, Interessen, Lernen und Motivation.												http://data.europa.eu/esco/skill/bfe4f330-d595-48c7-ab3c-f309471d6953	
1	knowledge			chemische Zusammensetzung von Äpfeln		Chemische Zusammensetzung von Äpfeln: Zucker, Wassergehalt, Eiweiß, Säure und Vitamine. Inhaltsstoffe von Äpfeln, die zu einer besseren Qualität beitragen, so dass durch die Apfelerzeugung gesunder Fruchtsaft und gesundes Fruchtfleisch produziert werden können.												http://data.europa.eu/esco/skill/c006e89b-f11c-445a-aa5e-bd6a7add3e66	
1	knowledge			Arten von Metallfertigungsverfahren		Metallverfahren für die verschiedenen Arten von Metall, wie Gießverfahren, Wärmebehandlungsverfahren, Reparaturverfahren und andere Metallfertigungsverfahren.												http://data.europa.eu/esco/skill/c01b4549-3bc2-4640-8ecb-ef335fc4445c	
1	knowledge			SQL Server		Computerprogramm zur Erstellung, Aktualisierung und Verwaltung von Datenbanken, das vom Softwareunternehmen Microsoft entwickelt wurde.												http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead	
1	knowledge			Zugreinigungsverfahren		Wissensgebiet, das zwischen verschiedenen Arten von Geräten und deren Verfahren zur Reinigung und Wartung des Fahrzeuginnenraums unterscheidet.												http://data.europa.eu/esco/skill/c0741fed-6b1f-4f1e-8c68-68393cfe67aa	
1	knowledge			Musiktherapieverfahren		Entwicklungsphase eines Musiktherapieverfahrens, das Folgendes umfasst: Aufnahme von Patienten, die von Angehörigen der Gesundheitsberufe oder von pädagogischen Fachkräften überwiesen wurden, Bewertung nach Prüfung der Kranken- oder Ausbildungsakten, Gespräche mit den Patienten und Beobachtung der Reaktionen der Patienten auf die Techniken der Musiktherapie.												http://data.europa.eu/esco/skill/c0774269-9660-418c-bf0a-bc0ee10baa83	
1	knowledge			breitbahnige Flexodruckmaschine		Verfahren und Einschränkungen für den Druck auf Flexodruckmaschinen, die breitbahnig drucken, ermöglichen hohe Druckgeschwindigkeiten und verwenden schnell trocknende Lösungsmittel.												http://data.europa.eu/esco/skill/c078fd94-f51a-4aea-8ab7-286a41309edb	
1	knowledge			Kryokonservierung		Verfahren, Risiken und Bedingungen, denen Zellen oder Gewebe ausgesetzt werden, um Kontaminationen und Schäden zu vermeiden. Konservierung von Embryonen, Eizellen, Sperma und Hodengewebe durch Abkühlung auf sehr niedrige Temperaturen (in der Regel -80 °C oder -196 °C).												http://data.europa.eu/esco/skill/c07dab7f-deb2-4985-ac64-c62514221869	
1	knowledge			Strahlmittel		Die verschiedenen Arten und Eigenschaften feinkörniger Schleifmittel, die für Strahlarbeiten verwendet werden, wie weißes Aluminiumoxid, Stahlsand, Siliziumkarbid usw.												http://data.europa.eu/esco/skill/c08dd4b7-026e-4e24-820a-6f4d812ae208	
1	knowledge			Papierformate Papiergrößen		Verschiedene Papierformate wie Folio, Quart, Oktav und Sextodecimo (16mo). Jedes Format gibt an, wie oft der Papierbogen gefaltet werden muss. Hierbei handelt es sich um ältere Bezeichnungen. Heute richten sich die Papierformate nach ISO-Normen und werden beispielsweise im A-Format angegeben.												http://data.europa.eu/esco/skill/c095e69a-dee5-4a58-afb0-3c330d2bb276	
1	knowledge			Methoden der Differentialdiagnose		Verfahren zur Unterscheidung von Zuständen mit ähnlichen Symptomen.												http://data.europa.eu/esco/skill/c0c08d3e-3215-4197-ac64-00a4f7371d80	
1	knowledge			chemische Eigenschaften von Zucker chemische Aspekte von Zucker		Chemische Eigenschaften und Beschaffenheit von Zucker zur Veränderung von Rezepten und Erhöhung des Genusses.												http://data.europa.eu/esco/skill/c10b2375-dd28-4801-92ab-d00d983bb388	
1	knowledge			Buddhismus		Riten, Traditionen und Geschichte des Buddhismus.												http://data.europa.eu/esco/skill/c11cd670-0544-47a6-962e-67caaca1ea96	
1	knowledge			Abläufe in der Verkaufsabteilung		Verschiedene Prozesse, Aufgaben, Jargon, Rolle in einer Organisation und andere Besonderheiten der Verkaufsabteilung innerhalb einer Organisation.												http://data.europa.eu/esco/skill/c1388df1-47bd-4fd5-8b71-dce7886ef21b	
1	knowledge			Backwaren		Vielfalt an Brot, Gebäck und anderen Backwaren sowie ihre Zutaten und Fertigungstechniken.												http://data.europa.eu/esco/skill/c13f66f5-26ab-465f-80d8-c5484d941cc6	
1	knowledge			"rechtliche Rahmenbedingungen in der Musik Rechtsumfeld in der Musik
rechtliches Umfeld in der Musik"		Gesetze und Rechtsvorschriften im Zusammenhang mit der Entstehung, Verbreitung und Aufführung von Kompositionen.												http://data.europa.eu/esco/skill/c14fb0f4-4672-4363-8a4c-a04a0e2552c9	
1	knowledge			"radiologische Fotografie Radiophotographie
Radiofotografie
radiologische Photographie"		In der Radiologie angewandte Merkmale und Methoden zur Erkennung von Krankheiten oder Knochenbrüchen.												http://data.europa.eu/esco/skill/c1750417-79c3-442d-844f-50d65fb812e9	
1	knowledge			Zutaten für die Speiseeisherstellung Zutaten für die Eiscremeherstellung		Speiseeisherstellung aus einer Mischung von Milchprodukten wie Sahne, Kondensmilch und Butterfett sowie Zucker, Aromen, Eiern, rechtlich zulässigen Zusatzstoffen und nicht auf Milch basierenden Produkten wie Sojamilch, Reismilch oder Kokosmilch.												http://data.europa.eu/esco/skill/c197585c-4e3b-466b-987b-17247fa63315	
1	knowledge			Rauchmelder		Arten von Geräten, welche die optischen Eigenschaften, Luftzusammensetzung oder Ionisierungsmuster von Rauch, Feuer und Kohlenmonoxid erkennen, um Brände oder Rauchen bei Rauchverbot zu verhindern. Die verschiedenen Vorteile, Nachteile, Anwendungsfälle und Preispunkte für jede Art von Gerät.												http://data.europa.eu/esco/skill/c199731b-1c17-47be-8f5d-296b9892a1b4	
1	knowledge			Moderne Brausysteme		Modernste Systeme und beste verfügbare Techniken in der Brauindustrie.												http://data.europa.eu/esco/skill/c1aacf9a-b6f6-44cd-b756-edf87922fa9d	
1	knowledge			Datenbanken für den Museumsbetrieb Museumsdatenbanken		Instrumente und Prozesse, die mit der Arbeit mit Datenbanken für den Museumsbetrieb verbunden sind.												http://data.europa.eu/esco/skill/c1b4aa1e-bc42-49e4-952a-0cbd45f1d57b	
1	knowledge			Metalogik		Teildisziplin der Logik, die sich mit den Sprachen und Systemen befasst, die der Mensch zur Vermittlung von Wahrheitswerten einsetzt. Sie untersucht die Eigenschaften dieser logischen Systeme.												http://data.europa.eu/esco/skill/c1b64266-c2a8-4a92-a2a0-812b972e5f4d	
1	knowledge			genussfertige Gerichte Fertiggerichte		Die Industrie der genussfertigen Gerichte und Mahlzeiten, die Fertigungsverfahren, die zur Fertigung erforderliche Technologie und der Zielmarkt.												http://data.europa.eu/esco/skill/c1bbc099-92c5-493c-9f65-8d7acfce5851	
1	knowledge			Arten von Rohrleitungen		Kenntnis und Einsatzmöglichkeiten der verschiedenen Arten von Rohrleitungen. Unterscheidung zwischen Rohrleitungen für den Transport von Waren über kurze und große Entfernungen sowie Verständnis ihrer jeweiligen Einspeisungssysteme.												http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3	
1	knowledge			Rechtsvorschriften über Ölbohrplattformen		Staatliche Auflagen und Umweltschutzvorschriften in Bezug auf Ölplattformen.												http://data.europa.eu/esco/skill/c1e0de6d-ec3b-4323-92d4-d1c62df2064a	
1	knowledge			Lebensmittelallergien Nahrungsmittelallergien		Arten von Lebensmittelallergien innerhalb des Sektors, Allergien auslösende Stoffe und ggf. Möglichkeiten, diese zu ersetzen oder zu eliminieren.												http://data.europa.eu/esco/skill/c1e6e283-bc66-4e78-b4ec-501ff082d9f1	
1	knowledge			Verhaltenstherapie		Merkmale und Grundlagen der Verhaltenstherapie, bei der es darum geht, das unerwünschte oder negative Verhalten der Patienten zu verändern. Dies umfasst die Untersuchung des aktuellen Verhaltens und der Möglichkeiten, dieses Verhalten abzustellen.												http://data.europa.eu/esco/skill/c23d5c30-f9ce-4ffb-9c27-de3c9119e244	
1	knowledge			Immuntherapie		Therapieform zur Behandlung von Krebs, bei der die Abwehrbereitschaft des Immunsystems des Körpers gestärkt wird.												http://data.europa.eu/esco/skill/c27702fd-7ecc-41fe-8289-47ea069d484a	
1	knowledge			militärische Kampftechniken		Die für militärische Operationen spezifischen Kampftechniken, bei denen militärische Waffen und Ausrüstung verwendet werden, sowie die Vorschriften für militärische Kampfeinsätze.												http://data.europa.eu/esco/skill/c278dc62-c85f-4608-8a85-f30b6d087ac3	
1	knowledge			Herstellung von Türbeschlägen aus Metall		Herstellung von Metallteilen für Türbeschläge, welche die Funktion und das Aussehen der Tür bereichern. Herstellung von Vorhängeschlössern, Schlössern, Schlüsseln, Scharnieren usw. sowie Beschläge für Gebäude, Möbel, Fahrzeuge usw.												http://data.europa.eu/esco/skill/c27e11b7-2f1e-4e20-8c47-fee6cd22c148	
1	knowledge			Fleischwirtschaft		Fleischindustrie und die Lieferanten am Markt. Globaler Handel und andere relevante Entwicklungen.												http://data.europa.eu/esco/skill/c280da28-760f-4134-b1e7-e76c45cd7a8d	
1	knowledge			Kapazitätsentwicklung		"Der Prozess der Entwicklung und Stärkung menschlicher und institutioneller Ressourcen durch den Erwerb und die Weitergabe neuer Fähigkeiten, Kenntnisse oder Schulungen zur Stärkung der Fähigkeiten von Menschen und Gemeinschaften. Dazu gehören die Entwicklung der Humanressourcen, die organisatorische Entwicklung, die Stärkung der Managementstrukturen sowie Änderungen und Verbesserungen der Rechtsvorschriften.
   "												http://data.europa.eu/esco/skill/c28553f4-1745-401a-82b3-7ce8460bed33	
1	knowledge			"Stylesheet-Sprachen Extensible Stylesheets
Style-Sheet-Sprachen
Stylesheetsprachen
Stylesheet-Computersprachen
Stylesheet-Sprache
XSL
CSS
Cascading Style Sheets SMIL Timesheets
Extensible Stylesheet Language
Formatted Output Specification Instance
Document Style Semantics and Specification Language"		Gebiet der Computersprache, das das Erscheinungsbild strukturierter Dokumente festlegt, wie Cascading Style Sheets (CSS). Diese Dokumente müssen die stilistischen Elemente (Schriftart, Farbe und Layout) aus den Stylesheet-Vorlagen übernehmen.												http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794	
1	knowledge			Vorgaben für die Herstellung von Milchprodukten Vorgaben für die Produktion von Milchprodukten		Vorgaben, Rechtsvorschriften und Normen für die Herstellung von Milchprodukten. Produktsicherheit vom Rohstoff bis hin zum verpackten Produkt.												http://data.europa.eu/esco/skill/c299e8b0-5b02-4119-a49b-65143da23e90	
1	knowledge			Anthropologie Menschenkunde		Lehre von der Entwicklung und dem Verhalten des Menschen.												http://data.europa.eu/esco/skill/c2aacac0-5a16-4493-b769-e7c052916d39	
1	knowledge			Sicherungstechniken beim Klettern		Verschiedene Methoden zur Sicherung beim Bergsteigen und Klettern unter Verwendung von Kletterausrüstung wie Karabiner, Expressschlingen und Gurte.												http://data.europa.eu/esco/skill/c2c8566a-ad52-4c28-b963-029d36a65111	
1	knowledge			Nähtechniken für Schuhwerk Schuhnähtechniken		Technologien, Geräte, Maschinen und Verfahren zum Zusammenfügen der Schuhoberteile durch verschiedene Nähte wie Schließ-, Kapp-, Stoß-, Biesen-, Kordel- und Mokassin-Naht.												http://data.europa.eu/esco/skill/c2f06797-190e-4a74-b8c2-a988c3cc8186	
1	knowledge			Getränkeherstellung		Herstellungsverfahren für verschiedene Arten von Getränken, wie alkoholische und alkoholfreie Getränke usw.												http://data.europa.eu/esco/skill/c2fb860d-7866-4909-9eaf-0a2af58b24a3	
1	knowledge			ausreichende Nahrungsaufnahme		Empfehlungen für den täglichen Nährstoffbedarf zur Ernährungsplanung und Bedeutung von Nährstoffen bei der Förderung von Gesundheit und optimaler Funktionsfähigkeit.												http://data.europa.eu/esco/skill/c3102a5f-dafd-417c-8210-1eb779a05448	
1	knowledge			Biotechnologie in Aquakulturen		Biotechnologie und Polymerase-Kettenreaktionen zur Untersuchung nachhaltiger Produktionsmethoden der Aquakultur.												http://data.europa.eu/esco/skill/c3108ed8-de97-41fc-9ff7-8c028e662734	
1	knowledge			Spezialsoftware für die Astrologie		Software zur Sammlung und Auswertung von Daten über die relevante Position von Himmelskörpern, um ihren Einfluss auf das Leben der Menschen abzuleiten.												http://data.europa.eu/esco/skill/c31a222b-de0b-490c-82b8-472167cb0ba5	
1	knowledge			Badewannenarten		Verschiedene Arten von Badewannen, einschließlich Sitzbadewannen, und Badewannen mit seitlichem Einstieg, um Personen mit eingeschränkten Bewegungsmöglichkeiten das Betreten und Verlassen von regulären und Whirlpool-Badewannen zu ermöglichen. Ästhetische und funktionelle Aspekte jeder Badewannenart und ihre Preispunkte.												http://data.europa.eu/esco/skill/c325e094-a631-41a7-9042-b9514e5de1cc	
1	knowledge			Läutern Läuterprozess		Vorgang, bei dem die festen Maischebestandteile von der klaren, flüssigen Würze getrennt werden. Das Läutern umfasst im Allgemeinen drei Schritte: Abmaischen, Rezirkulation und Anschwänzen (Nachgüsse).												http://data.europa.eu/esco/skill/c33075f4-c3ab-421f-bc5e-65d6c1fdc950	
